경기날짜,팀1이름,팀2이름,팀1점수,팀2점수
20130322,KIA,LG,6,1
20130323,두산,LG,3,2
20130323,NC,SK,4,4
20130323,롯데,한화,1,2
20130323,KIA,삼성,6,2
20130324,두산,LG,2,3
20130324,NC,SK,2,4
20130324,롯데,한화,7,0
20130324,KIA,삼성,4,3
20130330,넥센,KIA,9,10
20130330,두산,삼성,9,4
20130330,LG,SK,7,4
20130330,한화,롯데,5,6
20130331,넥센,KIA,6,4
20130331,두산,삼성,7,3
20130331,LG,SK,4,1
20130331,한화,롯데,5,6
20130402,SK,두산,3,7
20130402,롯데,NC,4,0
20130402,LG,넥센,1,3
20130402,KIA,한화,9,5
20130403,SK,두산,4,1
20130403,롯데,NC,3,2
20130403,LG,넥센,14,8
20130403,KIA,한화,12,1
20130404,SK,두산,7,5
20130404,롯데,NC,5,1
20130404,LG,넥센,3,4
20130404,KIA,한화,12,4
20130405,넥센,한화,3,2
20130405,두산,LG,4,6
20130405,NC,삼성,4,10
20130405,KIA,롯데,9,3
20130407,넥센,한화,5,3
20130407,두산,LG,5,4
20130407,NC,삼성,2,4
20130407,KIA,롯데,3,1
20130409,넥센,SK,0,2
20130409,두산,KIA,11,4
20130409,NC,LG,5,9
20130409,한화,삼성,2,8
20130410,넥센,SK,0,9
20130410,두산,KIA,3,4
20130410,NC,LG,5,7
20130410,한화,삼성,0,4
20130411,넥센,SK,4,3
20130411,두산,KIA,9,0
20130411,NC,LG,4,1
20130411,한화,삼성,3,9
20130412,삼성,넥센,0,3
20130412,SK,NC,5,3
20130412,롯데,두산,3,3
20130412,LG,한화,6,1
20130413,삼성,넥센,15,4
20130413,SK,NC,1,4
20130413,롯데,두산,2,7
20130413,LG,한화,5,1
20130414,삼성,넥센,15,4
20130414,SK,NC,3,4
20130414,롯데,두산,6,7
20130414,LG,한화,8,0
20130416,넥센,롯데,7,4
20130416,SK,삼성,8,3
20130416,NC,한화,4,6
20130416,LG,KIA,2,5
20130417,넥센,롯데,4,2
20130417,SK,삼성,5,11
20130417,NC,한화,3,4
20130417,LG,KIA,4,9
20130418,SK,삼성,6,1
20130418,넥센,롯데,14,4
20130418,NC,한화,5,8
20130418,LG,KIA,13,12
20130419,NC,넥센,0,1
20130419,롯데,삼성,4,3
20130419,KIA,SK,4,3
20130419,한화,두산,1,15
20130421,NC,넥센,2,11
20130421,롯데,삼성,8,9
20130421,KIA,SK,9,0
20130421,한화,두산,1,0
20130424,삼성,LG,3,2
20130424,SK,롯데,7,8
20130424,두산,넥센,1,9
20130424,KIA,NC,5,5
20130425,삼성,LG,2,1
20130425,SK,롯데,0,6
20130425,두산,넥센,6,3
20130425,KIA,NC,11,4
20130426,삼성,KIA,6,0
20130426,두산,NC,8,4
20130426,롯데,LG,4,5
20130426,한화,SK,1,6
20130427,삼성,KIA,1,5
20130427,두산,NC,8,5
20130427,롯데,LG,2,1
20130427,한화,SK,1,4
20130428,삼성,KIA,4,1
20130428,두산,NC,3,1
20130428,롯데,LG,0,4
20130428,한화,SK,5,5
20130430,넥센,삼성,3,1
20130430,롯데,한화,3,9
20130430,LG,NC,1,2
20130430,KIA,두산,5,3
20130501,넥센,삼성,8,5
20130501,롯데,한화,4,3
20130501,LG,NC,6,7
20130501,KIA,두산,8,1
20130502,넥센,삼성,4,3
20130502,롯데,한화,4,3
20130502,LG,NC,1,8
20130502,KIA,두산,4,6
20130503,삼성,롯데,10,3
20130503,SK,한화,1,5
20130503,LG,두산,6,3
20130503,KIA,넥센,0,1
20130504,삼성,롯데,5,3
20130504,SK,한화,4,0
20130504,LG,두산,2,6
20130504,KIA,넥센,8,4
20130505,삼성,롯데,6,1
20130505,SK,한화,8,5
20130505,LG,두산,2,5
20130505,KIA,넥센,13,9
20130507,넥센,LG,6,4
20130507,두산,SK,3,8
20130507,롯데,KIA,3,0
20130507,한화,NC,8,4
20130508,넥센,LG,3,1
20130508,두산,SK,12,13
20130508,롯데,KIA,5,1
20130508,한화,NC,6,4
20130509,두산,SK,11,2
20130509,한화,NC,3,7
20130510,SK,넥센,6,4
20130510,NC,두산,3,4
20130510,LG,롯데,4,2
20130510,KIA,삼성,0,3
20130511,SK,넥센,2,5
20130511,NC,두산,5,6
20130511,LG,롯데,3,4
20130511,KIA,삼성,1,9
20130512,SK,넥센,5,8
20130512,NC,두산,17,5
20130512,LG,롯데,3,8
20130512,KIA,삼성,4,5
20130514,삼성,두산,7,3
20130514,SK,KIA,1,3
20130514,NC,롯데,2,2
20130514,한화,넥센,7,2
20130515,삼성,두산,8,3
20130515,SK,KIA,4,3
20130515,NC,롯데,6,4
20130515,한화,넥센,1,19
20130516,삼성,두산,0,7
20130516,SK,KIA,9,2
20130516,NC,롯데,8,5
20130516,한화,넥센,5,6
20130517,두산,한화,4,5
20130517,롯데,SK,3,4
20130517,삼성,NC,2,1
20130517,KIA,LG,3,2
20130518,삼성,NC,7,3
20130518,두산,한화,2,14
20130518,롯데,SK,6,5
20130518,KIA,LG,3,1
20130519,삼성,NC,7,4
20130519,두산,한화,15,8
20130519,롯데,SK,11,5
20130519,KIA,LG,4,7
20130521,넥센,두산,15,7
20130521,NC,SK,2,6
20130521,LG,삼성,4,8
20130521,한화,KIA,2,8
20130522,넥센,두산,8,4
20130522,NC,SK,4,3
20130522,LG,삼성,9,1
20130522,한화,KIA,3,1
20130523,넥센,두산,1,2
20130523,NC,SK,6,2
20130523,LG,삼성,3,2
20130523,한화,KIA,2,10
20130524,삼성,한화,8,1
20130524,SK,LG,3,4
20130524,NC,KIA,10,5
20130524,롯데,넥센,2,1
20130525,삼성,한화,6,1
20130525,SK,LG,5,1
20130525,NC,KIA,9,2
20130525,롯데,넥센,3,4
20130526,삼성,한화,1,3
20130526,SK,LG,0,1
20130526,NC,KIA,4,7
20130526,롯데,넥센,1,7
20130528,두산,롯데,3,8
20130528,한화,LG,4,3
20130529,넥센,NC,6,4
20130529,두산,롯데,0,3
20130529,한화,LG,1,7
20130530,넥센,NC,1,7
20130530,삼성,SK,5,4
20130530,두산,롯데,6,8
20130530,한화,LG,3,5
20130531,넥센,두산,10,3
20130531,NC,한화,7,2
20130531,롯데,삼성,10,0
20130531,LG,KIA,11,2
20130601,넥센,두산,4,8
20130601,NC,한화,8,3
20130601,롯데,삼성,2,1
20130601,LG,KIA,7,3
20130602,넥센,두산,4,11
20130602,NC,한화,1,5
20130602,롯데,삼성,3,5
20130602,LG,KIA,5,4
20130604,삼성,넥센,1,3
20130604,SK,NC,4,2
20130604,두산,LG,9,7
20130604,KIA,롯데,7,2
20130605,삼성,넥센,3,3
20130605,SK,NC,5,11
20130605,두산,LG,3,5
20130605,KIA,롯데,3,6
20130606,삼성,넥센,7,15
20130606,SK,NC,4,7
20130606,두산,LG,4,5
20130606,KIA,롯데,3,13
20130607,두산,삼성,2,3
20130607,롯데,LG,4,7
20130607,KIA,넥센,2,8
20130607,한화,SK,3,12
20130608,두산,삼성,1,2
20130608,롯데,LG,0,6
20130608,KIA,넥센,8,6
20130608,한화,SK,3,4
20130609,두산,삼성,2,4
20130609,롯데,LG,8,2
20130609,KIA,넥센,6,4
20130609,한화,SK,8,4
20130611,SK,두산,7,5
20130611,NC,KIA,2,7
20130611,LG,한화,11,3
20130612,넥센,롯데,3,6
20130612,SK,두산,1,2
20130612,NC,KIA,1,2
20130613,넥센,롯데,3,4
20130613,SK,두산,3,8
20130613,NC,KIA,7,8
20130613,LG,한화,6,1
20130614,넥센,LG,3,4
20130614,삼성,NC,14,6
20130614,한화,롯데,5,9
20130615,넥센,LG,0,9
20130615,삼성,NC,3,8
20130615,SK,KIA,3,8
20130615,한화,롯데,3,2
20130616,넥센,LG,4,5
20130616,삼성,NC,7,7
20130616,SK,KIA,7,9
20130616,한화,롯데,3,4
20130619,삼성,SK,2,4
20130619,롯데,두산,13,6
20130619,LG,NC,4,1
20130619,KIA,한화,8,2
20130620,삼성,SK,5,2
20130620,롯데,두산,4,2
20130620,LG,NC,3,4
20130620,KIA,한화,6,3
20130621,NC,넥센,4,1
20130621,롯데,SK,4,5
20130621,LG,삼성,8,4
20130621,한화,두산,2,7
20130622,NC,넥센,1,2
20130622,롯데,SK,3,2
20130622,LG,삼성,2,7
20130622,한화,두산,7,8
20130623,NC,넥센,5,9
20130623,롯데,SK,5,8
20130623,LG,삼성,8,2
20130623,한화,두산,3,8
20130625,SK,넥센,3,2
20130626,삼성,한화,2,5
20130626,SK,넥센,4,7
20130626,두산,KIA,4,4
20130626,NC,롯데,2,3
20130627,SK,넥센,6,2
20130627,두산,KIA,5,4
20130627,NC,롯데,0,2
20130628,넥센,한화,7,8
20130628,SK,LG,2,1
20130628,두산,NC,6,5
20130628,KIA,삼성,5,6
20130629,넥센,한화,6,5
20130629,SK,LG,0,4
20130629,두산,NC,2,1
20130629,KIA,삼성,2,4
20130630,넥센,한화,6,0
20130630,SK,LG,3,4
20130630,두산,NC,5,9
20130630,KIA,삼성,3,10
20130702,넥센,NC,0,2
20130702,삼성,롯데,6,4
20130702,KIA,SK,8,2
20130703,넥센,NC,3,4
20130703,삼성,롯데,2,9
20130703,KIA,SK,3,4
20130703,한화,LG,8,9
20130705,삼성,두산,6,9
20130705,LG,넥센,10,12
20130706,삼성,두산,2,4
20130706,SK,한화,3,9
20130706,롯데,KIA,6,8
20130706,LG,넥센,3,6
20130707,삼성,두산,8,2
20130707,LG,넥센,2,11
20130709,SK,삼성,9,3
20130709,두산,한화,5,0
20130709,NC,LG,1,2
20130709,롯데,넥센,1,3
20130710,SK,삼성,4,5
20130710,두산,한화,6,2
20130710,NC,LG,1,8
20130710,롯데,넥센,6,2
20130711,SK,삼성,5,1
20130711,두산,한화,0,6
20130711,NC,LG,2,4
20130712,롯데,NC,1,2
20130712,한화,삼성,2,7
20130713,롯데,NC,7,8
20130713,LG,SK,10,1
20130713,KIA,두산,2,9
20130713,한화,삼성,2,6
20130714,롯데,NC,1,10
20130716,넥센,SK,5,6
20130716,NC,두산,1,5
20130716,LG,롯데,5,3
20130716,한화,KIA,8,3
20130717,넥센,SK,9,10
20130717,NC,두산,0,4
20130717,LG,롯데,5,3
20130717,한화,KIA,2,6
20130719,이스턴,웨스턴,4,2
20130723,두산,넥센,5,8
20130723,NC,삼성,0,2
20130723,롯데,한화,5,4
20130723,KIA,LG,3,13
20130724,두산,넥센,6,8
20130724,NC,삼성,3,4
20130724,롯데,한화,6,5
20130724,KIA,LG,7,4
20130725,두산,넥센,11,5
20130725,NC,삼성,1,6
20130725,롯데,한화,5,1
20130725,KIA,LG,0,1
20130726,넥센,삼성,7,13
20130726,SK,롯데,11,1
20130726,LG,두산,12,15
20130726,KIA,NC,4,5
20130727,넥센,삼성,5,6
20130727,SK,롯데,4,7
20130727,LG,두산,9,5
20130727,KIA,NC,4,8
20130728,넥센,삼성,5,2
20130728,SK,롯데,4,3
20130728,LG,두산,4,7
20130728,KIA,NC,8,4
20130730,삼성,KIA,8,5
20130730,두산,롯데,2,6
20130730,NC,SK,4,2
20130730,한화,넥센,10,3
20130731,삼성,KIA,16,4
20130731,두산,롯데,9,1
20130731,NC,SK,3,0
20130731,한화,넥센,2,5
20130801,삼성,KIA,12,2
20130801,두산,롯데,8,3
20130801,NC,SK,5,4
20130801,한화,넥센,2,5
20130802,넥센,KIA,6,4
20130802,삼성,LG,2,4
20130802,두산,SK,6,4
20130802,한화,NC,0,4
20130803,삼성,LG,3,0
20130803,두산,SK,5,7
20130803,한화,NC,4,2
20130804,넥센,KIA,0,6
20130804,삼성,LG,6,9
20130804,두산,SK,5,2
20130806,넥센,두산,4,5
20130806,LG,NC,5,1
20130806,KIA,롯데,3,5
20130807,넥센,두산,7,11
20130807,SK,한화,7,1
20130807,LG,NC,14,5
20130807,KIA,롯데,1,7
20130808,SK,넥센,4,1
20130808,롯데,LG,5,4
20130808,KIA,NC,4,5
20130808,한화,삼성,3,10
20130809,SK,넥센,4,4
20130809,롯데,LG,2,7
20130809,KIA,NC,5,2
20130809,한화,삼성,14,2
20130810,삼성,KIA,10,4
20130810,롯데,SK,0,6
20130810,LG,두산,3,2
20130810,한화,넥센,5,11
20130811,삼성,KIA,5,6
20130811,롯데,SK,3,4
20130811,LG,두산,3,1
20130811,한화,넥센,6,3
20130813,NC,한화,3,1
20130813,롯데,두산,2,3
20130813,LG,삼성,16,9
20130813,KIA,SK,2,9
20130814,NC,한화,5,1
20130814,롯데,두산,6,7
20130814,LG,삼성,2,9
20130814,KIA,SK,1,8
20130815,넥센,롯데,6,1
20130815,삼성,NC,2,4
20130815,두산,KIA,4,0
20130815,한화,LG,4,6
20130816,넥센,롯데,3,9
20130816,삼성,NC,1,3
20130816,두산,KIA,9,7
20130816,한화,LG,2,1
20130817,넥센,삼성,1,2
20130817,SK,두산,1,4
20130817,NC,롯데,3,5
20130817,LG,KIA,4,3
20130818,넥센,삼성,5,4
20130818,SK,두산,9,0
20130818,NC,롯데,6,6
20130818,LG,KIA,4,7
20130820,SK,삼성,8,4
20130820,NC,두산,8,6
20130820,롯데,한화,4,0
20130820,LG,넥센,5,3
20130821,SK,삼성,7,9
20130821,NC,두산,7,5
20130821,롯데,한화,6,4
20130821,LG,넥센,4,6
20130822,두산,삼성,2,4
20130822,NC,넥센,1,6
20130822,LG,SK,1,6
20130822,KIA,한화,3,4
20130823,두산,삼성,13,4
20130823,NC,넥센,6,5
20130823,LG,SK,11,5
20130824,KIA,넥센,2,4
20130824,한화,두산,6,2
20130825,삼성,롯데,5,2
20130825,SK,NC,2,0
20130825,KIA,넥센,9,6
20130825,한화,두산,3,2
20130827,넥센,LG,1,0
20130827,NC,삼성,1,2
20130827,롯데,KIA,7,2
20130827,한화,SK,0,3
20130828,넥센,LG,4,3
20130828,NC,삼성,9,1
20130828,롯데,KIA,4,5
20130828,한화,SK,3,4
20130829,삼성,SK,2,5
20130829,두산,NC,6,0
20130829,한화,롯데,0,1
20130830,넥센,KIA,4,1
20130830,삼성,SK,5,1
20130830,두산,NC,5,4
20130830,한화,롯데,4,6
20130831,넥센,한화,2,3
20130831,NC,KIA,7,3
20130831,LG,롯데,8,2
20130901,넥센,한화,7,3
20130901,삼성,두산,0,4
20130901,NC,KIA,12,3
20130901,LG,롯데,3,2
20130903,SK,LG,4,3
20130903,두산,한화,12,2
20130903,롯데,넥센,5,4
20130903,KIA,삼성,5,2
20130904,SK,LG,1,2
20130904,두산,한화,7,5
20130904,롯데,넥센,2,5
20130904,KIA,삼성,7,5
20130905,넥센,NC,2,1
20130905,SK,롯데,6,3
20130905,LG,한화,1,2
20130905,KIA,두산,2,6
20130906,LG,한화,6,3
20130906,KIA,두산,5,6
20130907,삼성,LG,7,2
20130907,두산,넥센,1,10
20130907,NC,SK,3,4
20130907,한화,KIA,11,5
20130908,삼성,LG,4,5
20130908,두산,넥센,5,6
20130908,NC,SK,6,10
20130908,한화,KIA,8,7
20130910,SK,KIA,5,3
20130910,롯데,NC,2,3
20130911,삼성,넥센,7,1
20130911,SK,KIA,1,2
20130911,롯데,NC,2,0
20130912,두산,SK,9,7
20130912,롯데,삼성,1,0
20130912,KIA,LG,3,11
20130912,한화,NC,8,5
20130913,두산,SK,1,6
20130913,롯데,삼성,5,10
20130913,KIA,LG,2,7
20130913,한화,NC,1,9
20130914,넥센,SK,7,3
20130914,삼성,한화,3,4
20130914,두산,롯데,11,4
20130914,NC,LG,0,1
20130915,넥센,SK,7,6
20130915,삼성,한화,9,2
20130915,두산,롯데,6,6
20130915,NC,LG,2,0
20130916,넥센,NC,3,1
20130916,KIA,한화,6,9
20130917,넥센,롯데,7,1
20130917,두산,삼성,3,4
20130917,LG,SK,5,3
20130917,KIA,한화,5,2
20130918,NC,삼성,5,8
20130918,LG,SK,8,4
20130918,KIA,롯데,3,12
20130918,한화,두산,1,3
20130919,LG,SK,2,8
20130919,넥센,KIA,4,1
20130919,삼성,두산,7,1
20130919,NC,롯데,3,4
20130920,넥센,KIA,6,0
20130920,SK,한화,5,6
20130920,두산,LG,6,0
20130921,삼성,넥센,8,6
20130921,SK,한화,9,3
20130921,KIA,두산,6,8
20130922,SK,한화,3,2
20130922,롯데,넥센,3,4
20130922,LG,NC,6,1
20130922,KIA,두산,3,11
20130923,롯데,두산,10,3
20130923,한화,삼성,1,4
20130924,삼성,SK,6,4
20130924,롯데,KIA,8,2
20130925,삼성,SK,7,3
20130925,NC,넥센,1,0
20130925,롯데,KIA,1,7
20130925,LG,한화,1,8
20130926,삼성,SK,5,8
20130926,NC,두산,1,8
20130926,롯데,KIA,2,1
20130927,롯데,삼성,4,3
20130927,KIA,SK,1,1
20130927,한화,NC,2,3
20130928,넥센,LG,4,0
20130928,KIA,SK,14,6
20130928,한화,롯데,0,6
20130929,삼성,LG,5,7
20130929,두산,넥센,6,11
20130929,한화,KIA,14,10
20130930,삼성,한화,9,2
20130930,SK,롯데,1,7
20130930,두산,LG,7,3
20130930,KIA,NC,3,0
20131001,넥센,NC,2,6
20131001,삼성,한화,8,2
20131001,LG,롯데,3,4
20131002,넥센,NC,2,1
20131002,삼성,롯데,9,2
20131002,SK,KIA,9,0
20131002,한화,LG,11,8
20131003,두산,KIA,7,6
20131003,넥센,SK,6,10
20131003,삼성,롯데,7,8
20131003,한화,LG,0,1
20131004,넥센,KIA,8,3
20131004,SK,롯데,2,7
20131005,넥센,한화,1,2
20131005,SK,NC,5,6
20131005,두산,LG,2,5
20131008,두산,넥센,3,4
20131009,두산,넥센,2,3
20131011,넥센,두산,3,4
20131012,넥센,두산,1,2
20131014,두산,넥센,8,5
20131016,두산,LG,4,2
20131017,두산,LG,0,2
20131019,LG,두산,4,5
20131020,LG,두산,1,5
20131024,두산,삼성,7,2
20131025,두산,삼성,5,1
20131027,삼성,두산,3,2
20131028,삼성,두산,1,2
20131029,삼성,두산,7,5
20131031,두산,삼성,2,6
20131101,두산,삼성,3,7
20140308,SK,한화,4,1
20140308,두산,넥센,3,10
20140308,롯데,NC,5,1
20140308,KIA,삼성,1,2
20140309,SK,한화,1,3
20140309,두산,넥센,4,4
20140309,롯데,NC,14,6
20140309,KIA,삼성,8,3
20140311,SK,삼성,8,2
20140311,두산,롯데,1,1
20140311,LG,NC,5,2
20140311,KIA,넥센,6,8
20140312,KIA,넥센,6,1
20140313,SK,넥센,0,6
20140313,NC,한화,2,2
20140314,SK,넥센,6,7
20140314,NC,한화,2,2
20140314,LG,삼성,2,5
20140315,넥센,NC,1,3
20140315,두산,KIA,6,4
20140315,롯데,삼성,3,6
20140315,LG,한화,4,3
20140316,넥센,NC,1,7
20140316,두산,KIA,7,7
20140316,롯데,삼성,4,3
20140316,LG,한화,12,2
20140318,넥센,한화,7,8
20140318,SK,KIA,6,8
20140318,두산,NC,7,8
20140318,LG,롯데,11,6
20140319,넥센,한화,5,5
20140319,SK,KIA,18,2
20140319,두산,NC,13,5
20140319,LG,롯데,9,10
20140320,삼성,넥센,8,8
20140320,롯데,KIA,1,3
20140320,LG,SK,3,3
20140320,한화,두산,2,5
20140321,삼성,넥센,6,4
20140321,롯데,KIA,1,7
20140321,LG,SK,3,7
20140321,한화,두산,4,4
20140322,두산,SK,7,7
20140322,NC,삼성,9,4
20140322,KIA,LG,4,2
20140322,한화,롯데,13,8
20140323,한화,롯데,9,2
20140323,두산,SK,13,9
20140323,NC,삼성,4,2
20140323,KIA,LG,1,2
20140329,넥센,SK,8,3
20140329,LG,두산,4,5
20140329,KIA,삼성,2,1
20140330,넥센,SK,4,6
20140330,LG,두산,14,4
20140330,KIA,삼성,5,8
20140330,한화,롯데,4,2
20140331,한화,롯데,2,11
20140401,삼성,한화,6,5
20140401,SK,LG,13,8
20140401,두산,넥센,3,9
20140401,NC,KIA,0,1
20140402,삼성,한화,5,10
20140402,SK,LG,3,8
20140402,두산,넥센,9,5
20140402,NC,KIA,8,7
20140403,SK,LG,9,5
20140403,두산,넥센,4,6
20140403,NC,KIA,9,3
20140404,넥센,NC,1,5
20140404,삼성,롯데,2,4
20140404,KIA,두산,6,0
20140404,한화,SK,4,13
20140405,넥센,NC,9,6
20140405,삼성,롯데,4,6
20140405,KIA,두산,9,6
20140405,한화,SK,2,6
20140406,넥센,NC,3,4
20140406,삼성,롯데,7,1
20140406,KIA,두산,1,4
20140406,한화,SK,1,8
20140408,SK,두산,1,2
20140408,LG,롯데,2,2
20140408,KIA,넥센,13,9
20140408,한화,NC,6,2
20140409,SK,두산,5,4
20140409,LG,롯데,7,4
20140409,KIA,넥센,7,10
20140409,한화,NC,2,6
20140410,SK,두산,0,5
20140410,LG,롯데,1,4
20140410,KIA,넥센,2,5
20140410,한화,NC,4,3
20140411,넥센,한화,7,6
20140411,SK,삼성,3,2
20140411,NC,LG,12,11
20140411,롯데,KIA,20,8
20140412,넥센,한화,6,2
20140412,SK,삼성,10,7
20140412,NC,LG,10,1
20140412,롯데,KIA,0,3
20140413,넥센,한화,4,2
20140413,SK,삼성,9,10
20140413,NC,LG,5,4
20140413,롯데,KIA,6,3
20140415,넥센,LG,3,1
20140415,두산,삼성,4,1
20140415,NC,롯데,5,3
20140415,한화,KIA,4,5
20140416,넥센,LG,5,2
20140416,두산,삼성,5,0
20140416,NC,롯데,8,7
20140416,한화,KIA,8,6
20140418,삼성,NC,9,3
20140418,롯데,두산,13,7
20140418,LG,한화,5,2
20140418,KIA,SK,0,11
20140419,삼성,NC,1,6
20140419,롯데,두산,5,6
20140419,LG,한화,7,8
20140419,KIA,SK,4,6
20140420,삼성,NC,5,1
20140420,롯데,두산,3,2
20140420,LG,한화,8,9
20140420,KIA,SK,4,1
20140422,두산,한화,6,2
20140422,NC,SK,5,6
20140422,롯데,넥센,9,10
20140422,LG,삼성,1,8
20140423,두산,한화,9,6
20140423,NC,SK,5,3
20140423,롯데,넥센,10,2
20140423,LG,삼성,3,7
20140424,두산,한화,3,9
20140424,NC,SK,13,7
20140424,롯데,넥센,3,10
20140424,LG,삼성,8,9
20140425,삼성,넥센,14,2
20140425,SK,롯데,7,6
20140425,두산,NC,15,5
20140425,KIA,LG,2,3
20140426,삼성,넥센,1,11
20140426,SK,롯데,4,5
20140426,두산,NC,6,2
20140426,KIA,LG,5,2
20140427,삼성,넥센,2,1
20140427,SK,롯데,1,3
20140427,두산,NC,0,6
20140427,KIA,LG,1,2
20140429,넥센,두산,5,2
20140429,SK,KIA,18,5
20140429,LG,NC,2,3
20140430,넥센,두산,1,7
20140430,SK,KIA,3,6
20140430,롯데,한화,6,4
20140430,LG,NC,5,4
20140501,넥센,두산,2,1
20140501,SK,KIA,2,20
20140501,롯데,한화,0,3
20140501,LG,NC,5,10
20140503,넥센,KIA,3,2
20140503,두산,LG,8,3
20140503,NC,삼성,6,1
20140503,롯데,SK,6,5
20140504,넥센,KIA,7,8
20140504,두산,LG,0,10
20140504,NC,삼성,3,4
20140504,롯데,SK,16,4
20140505,넥센,KIA,16,8
20140505,두산,LG,7,2
20140505,NC,삼성,2,3
20140505,롯데,SK,5,9
20140506,삼성,SK,8,4
20140506,두산,롯데,10,19
20140506,NC,넥센,6,3
20140506,한화,LG,4,5
20140507,삼성,SK,5,4
20140507,두산,롯데,6,10
20140507,NC,넥센,24,5
20140507,한화,LG,8,7
20140508,삼성,SK,5,0
20140508,두산,롯데,15,6
20140508,NC,넥센,3,4
20140508,한화,LG,6,2
20140509,삼성,두산,12,2
20140509,롯데,NC,3,1
20140509,LG,넥센,5,6
20140509,KIA,한화,3,2
20140510,삼성,두산,2,17
20140510,롯데,NC,2,4
20140510,LG,넥센,4,2
20140510,KIA,한화,11,5
20140511,삼성,두산,1,8
20140511,롯데,NC,1,10
20140511,LG,넥센,1,8
20140511,KIA,한화,5,2
20140513,두산,SK,9,6
20140513,롯데,LG,0,5
20140513,KIA,NC,5,6
20140513,한화,삼성,1,7
20140514,두산,SK,12,2
20140514,롯데,LG,1,2
20140514,KIA,NC,5,9
20140514,한화,삼성,3,10
20140515,두산,SK,10,1
20140515,롯데,LG,9,4
20140515,KIA,NC,6,5
20140515,한화,삼성,3,3
20140516,넥센,롯데,3,4
20140516,삼성,KIA,4,3
20140516,SK,한화,3,5
20140516,NC,두산,3,8
20140517,넥센,롯데,14,2
20140517,삼성,KIA,14,7
20140517,SK,한화,8,4
20140517,NC,두산,2,3
20140518,넥센,롯데,6,11
20140518,삼성,KIA,8,2
20140518,SK,한화,2,5
20140518,NC,두산,9,4
20140520,SK,NC,2,8
20140520,롯데,삼성,2,7
20140520,LG,KIA,7,10
20140520,한화,넥센,1,3
20140521,SK,NC,10,2
20140521,롯데,삼성,5,7
20140521,LG,KIA,4,0
20140521,한화,넥센,9,7
20140522,SK,NC,3,2
20140522,롯데,삼성,5,6
20140522,LG,KIA,12,6
20140522,한화,넥센,16,3
20140523,넥센,삼성,3,6
20140523,LG,SK,10,6
20140523,KIA,롯데,2,3
20140523,한화,두산,5,11
20140524,넥센,삼성,4,5
20140524,LG,SK,4,6
20140524,KIA,롯데,4,1
20140524,한화,두산,12,8
20140525,넥센,삼성,2,18
20140525,LG,SK,6,9
20140525,KIA,롯데,7,5
20140525,한화,두산,6,9
20140527,삼성,LG,4,5
20140527,SK,넥센,5,10
20140527,두산,KIA,5,8
20140527,NC,한화,18,9
20140528,삼성,LG,7,4
20140528,SK,넥센,5,7
20140528,두산,KIA,10,6
20140528,NC,한화,18,1
20140529,삼성,LG,4,2
20140529,SK,넥센,9,4
